"filename", "language", "Dart", "C++", "Swift", "YAML", "comment", "blank", "total"
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/consultant/consultant_page2/consultant_page2.dart", "Dart", 34, 0, 0, 0, 0, 2, 36
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/consultant/reserved/consultant_page4.dart", "Dart", -2, 0, 0, 0, 0, 0, -2
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/leinter/leinter1/leinter1.dart", "Dart", -4, 0, 0, 0, 0, 0, -4
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/leinter/leinter2/leinter2_page.dart", "Dart", 2, 0, 0, 0, 0, 0, 2
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/leinter/leinter3/leinter3_page.dart", "Dart", -2, 0, 0, 0, 0, 0, -2
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/picsgallery/picsgallery.dart", "Dart", 65, 0, 0, 0, 0, 1, 66
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/picsgallery/picsgallery2.dart", "Dart", 9, 0, 0, 0, -1, 3, 11
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/planner/planner_page1/planner_page.dart", "Dart", -1, 0, 0, 0, 0, 0, -1
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/planner/planner_page4/planner_page4.dart", "Dart", 13, 0, 0, 0, 0, -3, 10
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/planner/planner_page5/planner_page5.dart", "Dart", 13, 0, 0, 0, 0, 0, 13
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/podcast/podcast_1/podcast_page1.dart", "Dart", 46, 0, 0, 0, 7, -4, 49
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/podcast/utility.dart", "Dart", -21, 0, 0, 0, 0, -2, -23
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/profile/profile_coin/profileCoinGuide_page/profileCoinGuide_page.dart", "Dart", 93, 0, 0, 0, -6, 0, 87
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/profile/profile_coin/profileCoin_Page3/profileCoin_Page3.dart", "Dart", -42, 0, 0, 0, 0, -3, -45
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/questionSolving/NewQuestion/newQuestion.dart", "Dart", -28, 0, 0, 0, 0, 2, -26
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/school/about/school_about.dart", "Dart", 48, 0, 0, 0, 0, -1, 47
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/school/handout/handoutPdf/handoutPdf.dart", "Dart", 49, 0, 0, 0, 0, -2, 47
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/school/handout/main/handoutMain.dart", "Dart", 2, 0, 0, 0, 0, -5, -3
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/school/handout/mine/handoutMine.dart", "Dart", 26, 0, 0, 0, 0, -2, 24
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/school/handout/mine/new_handout.dart", "Dart", 234, 0, 0, 0, 1, 5, 240
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/school/handout/others/handoutOthers.dart", "Dart", 14, 0, 0, 0, 0, 0, 14
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/school/music/music.dart", "Dart", 3, 0, 0, 0, 0, -5, -2
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/school/music/music/musicLists.dart", "Dart", 25, 0, 0, 0, 0, -2, 23
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/school/schedule/schedule.dart", "Dart", 14, 0, 0, 0, 0, -7, 7
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/school/school_page.dart", "Dart", -11, 0, 0, 0, 0, 0, -11
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/school/survey/survey_1.dart", "Dart", 4, 0, 0, 0, 0, -1, 3
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/setting/chooseColor/chooseColor.dart", "Dart", 50, 0, 0, 0, 0, -3, 47
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/splash/splash_screen.dart", "Dart", 11, 0, 0, 0, 0, 3, 14
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/testanalysis/testAnalysis/testanalysis.dart", "Dart", 10, 0, 0, 0, 0, -9, 1
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/testanalysis/testanalysis_page3.dart", "Dart", 44, 0, 0, 0, 0, 1, 45
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/tickeight/tickeight..dart", "Dart", 118, 0, 0, 0, 0, 4, 122
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/tickeight/wordPage1.dart", "Dart", 33, 0, 0, 0, 0, 1, 34
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/ticket/ticket_1/ticket.dart", "Dart", 9, 0, 0, 0, 0, 0, 9
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/ticket/tiket_2/newticket.dart", "Dart", -1, 0, 0, 0, 0, 0, -1
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/tickit/tickitscreen.dart", "Dart", 4, 0, 0, 0, 0, 0, 4
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/word/createword.dart", "Dart", 61, 0, 0, 0, 0, -4, 57
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/word/word.dart", "Dart", 16, 0, 0, 0, 0, -5, 11
"/home/mmd/projects/flutter/Farahosh/lib/app/presentation/screens/word/wordnote.dart", "Dart", 29, 0, 0, 0, 0, -1, 28
"/home/mmd/projects/flutter/Farahosh/lib/main.dart", "Dart", -4, 0, 0, 0, 0, 0, -4
"/home/mmd/projects/flutter/Farahosh/linux/flutter/generated_plugin_registrant.cc", "C++", 0, 8, 0, 0, 0, 0, 8
"/home/mmd/projects/flutter/Farahosh/macos/Flutter/GeneratedPluginRegistrant.swift", "Swift", 0, 0, 8, 0, 0, 0, 8
"/home/mmd/projects/flutter/Farahosh/pubspec.yaml", "YAML", 0, 0, 0, 4, 0, 0, 4
"/home/mmd/projects/flutter/Farahosh/windows/flutter/generated_plugin_registrant.cc", "C++", 0, 9, 0, 0, 0, 0, 9
"Total", "-", 2179, 17, 8, 4, 5, 251, 2464
